Location,Title,Product Code,Chosen Location Ref,Latitude,Longitude,Image URL,Affiliate URL
Rome,Rome: Colosseum Arena Floor Tour with Roman Forum & Palatine Hill,24338P35,LOC-6eKJ+or5y8o99Qw0C8xWyIi8k2ebOcTMSWaA+jC2+d4=,41.889416,12.487461,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/12/5b/04/81.jpg,https://www.viator.com/tours/Rome/Colosseum-Arena-Floor-Tour-with-Roman-Forum/d511-24338P35?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,Premium Minivan Trip from Rome: Pompeii Tour & Lunch in Sorrento,15932P127,LOC-6eKJ+or5y8o99Qw0C8xWyIgpLzygaI1hk2GQVbR+Aig=,41.893623,12.495978,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/17/09/c1/73.jpg,https://www.viator.com/tours/Pompeii/Rome-Day-Trip-Small-Group-Pompeii-Tour-and-Lunch-in-Sorrento-coast/d24336-15932P127?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,Explore Rome on a Golf Cart: Private Tour,353081P1,LOC-6eKJ+or5y8o99Qw0C8xWyD85LM3KGqyWKbpCXxNQgNI=,41.9006463,12.4788504,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/r/32/71/51/1e/caption.jpg,https://www.viator.com/tours/Rome/Golf-car-tour-of-Rome-hidden-gems-with-an-art-lover/d511-353081P1?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,Florence and Pisa from Rome: Enjoy a Full Day Small Group Tour,8515P6,LOC-6eKJ+or5y8o99Qw0C8xWyMyK+mGoy7CDe9PRzf18P3M=,41.9021,12.504093,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/5d/7d.jpg,https://www.viator.com/tours/Rome/Florence-and-Pisa-from-Rome-Day-Tour-Small-Group-Experience/d511-8515P6?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,"Guided Tour of Colosseum, Roman Forum & Palatine Hill in Rome",5524558P1,LOC-6eKJ+or5y8o99Qw0C8xWyIi8k2ebOcTMSWaA+jC2+d4=,41.889416,12.487461,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/15/73/ca/eb.jpg,https://www.viator.com/tours/Rome/Rome-Guided-Tour-of-Colosseum-Roman-Forum-and-Palatine-Hill/d511-5524558P1?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,"Private Vatican Museums, Sistine Chapel and Basilica with Pick-up",64162P17,LOC-6eKJ+or5y8o99Qw0C8xWyMyK+mGoy7CDe9PRzf18P3M=,41.9021,12.504093,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e8/27/f8.jpg,https://www.viator.com/tours/Rome/Private-Vatican-Museums-and-St-Peters-with-Hotel-Pick-up/d511-64162P17?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,"Colosseum, Forum & Palatine Hill Entry with Audio Guide App",388609P15,LOC-6eKJ+or5y8o99Qw0C8xWyIi8k2ebOcTMSWaA+jC2+d4=,41.889416,12.487461,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/15/4c/bb/56.jpg,https://www.viator.com/tours/Rome/Colosseum-Access-With-Audio-Guide-App/d511-388609P15?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,"Colosseum, Roman Forum & Palatine Hill Guided Tour",109384P5,LOC-6eKJ+or5y8o99Qw0C8xWyIi8k2ebOcTMSWaA+jC2+d4=,41.889416,12.487461,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/ab/31/dd.jpg,https://www.viator.com/tours/Rome/VIP-Colosseum-Tour/d511-109384P5?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,"Rome: Vatican Museum, Sistine Chapel & St. Peter's Basilica",21468P3,LOC-6eKJ+or5y8o99Qw0C8xWyGDI0UhmVoQgjH5QRpECT14=,41.90665,12.453507,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/bf/bb/ba.jpg,https://www.viator.com/tours/Rome/Rome-Vatican-Museums-and-Sistine-Chapel-Group-Tour/d511-21468P3?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
Rome,Private Vatican Museums and St. Peter's Basilica Early Bird Tour,20163P17,LOC-6eKJ+or5y8o99Qw0C8xWyMyK+mGoy7CDe9PRzf18P3M=,41.9021,12.504093,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/36/00/69.jpg,https://www.viator.com/tours/Rome/Private-Early-Bird-Vatican-Tour/d511-20163P17?mcid=42383&pid=P00195940&medium=api&api_version=2.0&pid=P00195940&mcid=42383&medium=link
